Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Day,Month,Year,orderd_hours,orderd_minutes,picked_hours,picked_minutes,Delivery_time
24.0,4.8,12.3085,76.665808,12.3585,76.715808,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,7,3,2022,22,45,22,50,24
39.0,4.2,19.178321,72.834715,19.288321,72.944715,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,6,4,2022,19,25,19,35,32
26.0,4.7,19.254567,72.848923,19.324567,72.918923,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,3,2022,21,0,21,15,41
26.0,4.5,17.424114,78.347554,17.464114,78.387554,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,21,3,2022,13,20,13,35,40
36.0,4.9,11.024839,77.007003,11.154839,77.137003,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,6,3,2022,21,30,21,40,30
29.0,4.6,21.186608,72.794136,21.236608,72.844136,Fog,Jam,1,Meal,scooter,1.0,No,Urban,1,3,2022,20,50,20,55,27
28.0,5.0,17.426228,78.407495,17.466228,78.447495,Fog,Medium,2,Meal,scooter,1.0,No,Urban,13,3,2022,15,50,16,0,17
33.0,4.3,30.346994,78.062543,30.416994,78.132543,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,18,2,2022,21,15,21,20,35
35.0,3.5,0.0,0.0,0.08,0.08,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,29,3,2022,19,30,19,40,34
38.0,4.9,12.975996,80.221898,13.005996,80.251898,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,3,2022,19,30,19,35,24
22.0,4.8,30.346994,78.062543,30.356994,78.072543,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,11,2,2022,10,45,10,55,12
26.0,4.8,22.725748,75.898497,22.805747,75.978497,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,16,3,2022,21,45,21,55,16
31.0,4.7,17.430448,78.418213,17.450448,78.438213,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,28,3,2022,10,55,11,5,10
36.0,4.6,17.483216,78.552111,17.613216,78.682111,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,2,3,2022,18,10,18,25,32
24.0,4.7,22.744648,75.894377,22.824648,75.974377,Sunny,Medium,1,Snack,motorcycle,0.0,No,Urban,27,3,2022,18,50,19,5,12
33.0,5.0,12.326356,76.619103,12.366356,76.659103,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,15,3,2022,15,25,15,40,28
37.0,4.5,12.975996,80.221898,12.985996,80.231898,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,3,2022,8,40,8,55,26
27.0,4.5,21.175104,72.804342,21.205104,72.834342,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,9,3,2022,20,20,20,25,17
,,19.121999,72.908493,19.201999,72.988493,,,3,Drinks,electric_scooter,3.0,Yes,Metropolitian,25,3,2022,18,31,21,40,48
23.0,4.1,12.326356,76.619103,12.406356,76.699103,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,3,2022,18,45,19,0,31
38.0,5.0,22.538999,88.322337,22.548999,88.332337,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,13,2,2022,9,25,9,35,25
27.0,4.1,17.422819,78.449578,17.512819,78.539578,Windy,Medium,0,Buffet,motorcycle,0.0,No,Urban,10,3,2022,18,35,18,45,33
30.0,4.9,21.170798,72.790489,21.240798,72.860489,Stormy,Jam,0,Drinks,motorcycle,2.0,Yes,Semi-Urban,4,3,2022,19,50,20,5,48
21.0,4.4,12.972161,77.596014,13.102161,77.726014,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,10,3,2022,17,55,18,5,32
34.0,4.5,0.0,0.0,0.07,0.07,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,12,2,2022,22,20,22,25,22
39.0,4.5,21.157729,72.768726,21.187729,72.798726,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,30,3,2022,18,25,18,35,16
23.0,5.0,18.994237,72.825553,19.064237,72.895553,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,6,4,2022,17,35,17,45,16
25.0,4.6,12.981615,80.231598,13.041615,80.291598,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,15,3,2022,20,15,20,30,13
25.0,4.9,13.005801,80.250744,13.055801,80.300744,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,3,3,2022,20,20,20,30,24
37.0,4.1,21.170798,72.790489,21.180798,72.800489,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,7,3,2022,10,59,11,5,33
37.0,5.0,22.727021,75.884167,22.767021,75.924167,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,17,3,2022,12,20,12,35,20
38.0,4.7,12.337928,76.617889,12.397928,76.677889,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,26,3,2022,23,25,23,40,17
50.0,6.0,25.450329,81.834279,25.590329,81.974279,,,3,Drinks,scooter,0.0,No,Metropolitian,16,2,2022,18,31,17,45,29
35.0,4.8,22.728163,75.884212,22.798163,75.954212,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,16,3,2022,18,0,18,15,26
,,22.75004,75.902847,22.88004,76.032847,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,25,3,2022,18,31,22,35,11
38.0,4.8,26.849596,75.800512,26.899596,75.850512,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,30,3,2022,22,10,22,25,13
28.0,4.6,13.005801,80.250744,13.045801,80.290744,Windy,High,1,Buffet,scooter,0.0,No,Metropolitian,17,3,2022,12,30,12,35,29
38.0,4.9,23.351058,85.325731,23.401058,85.375731,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,13,3,2022,17,55,18,0,26
,,17.440827,78.393391,17.450827,78.403391,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,5,4,2022,18,31,9,15,16
22.0,4.8,0.0,0.0,0.11,0.11,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,14,2,2022,17,25,17,30,23
29.0,5.0,19.176269,72.836721,19.206269,72.866721,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,28,3,2022,22,30,22,40,19
21.0,4.7,12.321214,76.621094,12.451214,76.751094,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,8,3,2022,19,45,19,59,33
,,12.337978,76.616792,12.377978,76.656792,,,1,Drinks,scooter,0.0,No,Urban,7,3,2022,18,31,13,0,27
36.0,4.2,17.431668,78.408321,17.461668,78.438321,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,17,3,2022,21,40,21,50,33
20.0,4.8,23.371292,85.327872,23.451292,85.407872,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,2,3,2022,19,20,19,35,32
29.0,4.9,22.551084,88.354127,22.631084,88.434127,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,2,2022,17,10,17,25,26
37.0,4.7,0.0,0.0,0.04,0.04,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,13,2,2022,15,25,15,40,18
37.0,5.0,22.75004,75.902847,22.81004,75.962847,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,30,3,2022,22,30,22,35,19
37.0,4.9,30.895817,75.813112,30.985817,75.903112,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,14,2,2022,21,20,21,25,25
22.0,4.8,12.337978,76.616792,12.367978,76.646792,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,19,3,2022,19,15,19,20,16
38.0,4.7,11.010375,76.95295,11.060375,77.00295,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,3,2022,22,30,22,45,22
20.0,5.0,18.546947,73.900626,18.586947,73.940626,Cloudy,High,2,Snack,scooter,0.0,No,Metropolitian,24,3,2022,14,20,14,30,27
29.0,4.7,21.175104,72.804342,21.215104,72.844342,Fog,Medium,2,Snack,scooter,0.0,No,,21,3,2022,16,10,16,25,15
22.0,4.9,11.024839,77.007003,11.084839,77.067003,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,7,3,2022,18,50,18,55,18
20.0,4.9,18.51421,73.838429,18.56421,73.888429,Sunny,Medium,1,Snack,scooter,1.0,No,,13,3,2022,18,10,18,15,11
31.0,4.1,12.352058,76.60665,12.362058,76.61665,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,7,3,2022,10,25,10,30,31
33.0,4.7,21.149669,72.772629,21.159669,72.782629,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,3,3,2022,10,20,10,25,26
30.0,4.8,22.31279,73.170283,22.34279,73.200283,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,1,3,2022,17,40,17,55,16
36.0,3.7,22.308096,73.167753,22.418096,73.277753,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,10,3,2022,23,40,23,45,37
28.0,4.9,0.0,0.0,0.07,0.07,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,14,2,2022,23,50,23,55,25
30.0,3.7,17.428294,78.404423,17.498294,78.474423,Windy,Jam,2,Meal,scooter,2.0,Yes,Metropolitian,23,3,2022,19,55,20,10,44
33.0,4.6,0.0,0.0,0.11,0.11,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,4,4,2022,23,45,23,55,19
32.0,4.6,17.455894,78.375467,17.565894,78.485467,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,4,3,2022,19,30,19,40,25
29.0,4.6,23.353783,85.326967,23.463783,85.436967,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,8,3,2022,18,10,18,25,18
25.0,4.7,25.454697,81.834492,25.514697,81.894492,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,13,2,2022,19,59,20,15,18
30.0,3.9,21.157735,72.768778,21.287735,72.898778,Sandstorms,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,16,3,2022,19,20,19,30,39
,,21.160437,72.774209,21.180437,72.794209,,,3,Meal,electric_scooter,1.0,No,Metropolitian,3,4,2022,18,31,9,50,11
28.0,4.5,22.753659,75.903365,22.783659,75.933365,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,3,3,2022,18,40,18,45,28
26.0,4.7,22.527893,88.368628,22.567893,88.408628,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,15,2,2022,12,40,12,55,28
21.0,5.0,21.186608,72.794136,21.276608,72.884136,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,12,3,2022,22,59,23,10,19
36.0,4.6,27.163303,78.057044,27.233303,78.127044,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,12,2,2022,20,35,20,40,28
26.0,4.9,12.970324,77.645748,13.010324,77.685748,Stormy,High,2,Snack,scooter,1.0,No,Urban,5,3,2022,13,25,13,30,25
21.0,4.8,22.725835,75.887648,22.775835,75.937648,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,30,3,2022,20,55,21,10,12
20.0,5.0,18.546258,73.904337,18.656258,74.014337,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,6,4,2022,18,30,18,40,27
20.0,4.9,22.732225,75.874765,22.802225,75.944765,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,25,3,2022,23,30,23,45,21
34.0,5.0,11.003669,76.976494,11.113669,77.086494,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,29,3,2022,21,0,21,15,45
29.0,4.8,22.760072,75.892574,22.800072,75.932574,Cloudy,High,1,Buffet,motorcycle,1.0,No,Urban,17,3,2022,12,10,12,15,22
31.0,4.8,19.1813,72.836191,19.2913,72.946191,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,3,2022,18,30,18,35,28
37.0,4.7,21.157735,72.768778,21.207735,72.818778,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,3,2022,22,10,22,25,26
32.0,4.2,27.201725,78.007553,27.341725,78.147553,Sunny,Jam,2,Meal,motorcycle,1.0,No,Urban,18,2,2022,21,15,21,20,32
21.0,4.1,26.892312,75.806896,26.932312,75.846896,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,13,3,2022,14,15,14,20,38
26.0,4.8,17.41233,78.449654,17.44233,78.479654,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,5,4,2022,18,0,18,5,22
26.0,4.8,0.0,0.0,0.09,0.09,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,14,2,2022,21,10,21,20,15
38.0,4.8,26.921411,75.793604,27.001411,75.873604,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,8,3,2022,22,40,22,55,19
39.0,4.9,11.022169,76.999594,11.152169,77.129594,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25,3,2022,20,35,20,50,27
38.0,4.7,17.440827,78.393391,17.520827,78.473391,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,6,3,2022,21,10,21,20,52
26.0,4.8,12.981615,80.231598,13.061615,80.311598,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Urban,31,3,2022,17,55,18,5,26
39.0,4.6,17.411028,78.329645,17.521028,78.439645,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,16,3,2022,22,45,22,59,28
23.0,4.7,19.874103,75.368419,19.884103,75.378419,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,2,2022,10,30,10,45,11
36.0,5.0,22.308096,73.167753,22.398096,73.257753,Cloudy,Jam,2,Meal,scooter,2.0,Yes,Metropolitian,10,3,2022,19,35,19,45,47
23.0,4.6,12.979166,77.640709,13.109166,77.770709,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,14,3,2022,22,35,22,50,16
33.0,4.8,0.0,0.0,0.09,0.09,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,27,3,2022,22,30,22,45,27
21.0,4.8,30.362686,78.06889,30.452686,78.15889,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,18,2,2022,21,10,21,25,25
25.0,4.9,18.516216,73.842527,18.526216,73.852527,Sunny,High,1,Drinks,scooter,0.0,No,Urban,17,3,2022,11,40,11,55,13
34.0,3.5,13.02978,80.208812,13.09978,80.278812,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,20,3,2022,23,15,23,20,39
28.0,4.9,30.372202,78.077151,30.432202,78.137151,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,2,2022,23,30,23,35,23
38.0,4.3,22.732225,75.874765,22.792225,75.934765,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Urban,7,3,2022,19,0,19,5,36
33.0,4.6,19.879631,75.323403,19.909631,75.353403,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,17,2,2022,19,20,19,35,18
36.0,4.6,-9.970717,76.285447,10.030717,76.345447,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,13,2,2022,22,20,22,35,29
39.0,4.2,18.536718,73.830327,18.566719,73.860327,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,5,3,2022,21,0,21,5,36
26.0,4.9,12.933298,77.614293,12.973298,77.654293,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,11,3,2022,13,30,13,45,22
21.0,4.7,12.970221,77.645396,13.050221,77.725396,Windy,Jam,2,Snack,motorcycle,0.0,No,Urban,20,3,2022,21,0,21,15,21
24.0,4.9,0.0,0.0,0.13,0.13,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Urban,23,3,2022,17,25,17,35,20
22.0,4.7,0.0,0.0,0.07,0.07,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,14,2,2022,18,15,18,25,21
30.0,4.4,10.027014,76.308053,10.037014,76.318053,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,13,2,2022,10,30,10,40,24
22.0,4.8,12.325461,76.632278,12.435461,76.742278,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,2,4,2022,19,35,19,45,10
33.0,4.7,26.846156,75.8023,26.956156,75.9123,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,14,3,2022,18,25,18,40,22
26.0,4.9,11.016298,76.972076,11.076298,77.032076,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,26,3,2022,23,50,24,5,10
31.0,4.6,12.337928,76.617889,12.377928,76.657889,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,7,3,2022,16,10,16,25,26
39.0,4.5,-23.214459,77.434976,23.304459,77.524976,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,12,2,2022,23,10,23,20,19
33.0,4.6,22.310329,73.169083,22.330329,73.189083,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1,4,2022,10,55,11,5,28
35.0,4.9,0.0,0.0,0.03,0.03,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,13,3,2022,21,30,21,40,37
27.0,4.7,12.934365,77.616155,13.044365,77.726155,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,10,3,2022,21,0,21,15,42
39.0,4.5,21.170096,72.789122,21.220096,72.839122,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,28,3,2022,21,30,21,45,24
26.0,4.8,13.081878,80.248519,13.191878,80.358519,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,3,2022,20,15,20,20,36
32.0,4.6,22.725835,75.887648,22.755835,75.917648,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,11,3,2022,19,45,19,50,27
,,23.374878,85.335739,23.444878,85.405739,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,29,3,2022,18,31,17,30,40
32.0,4.0,13.086438,80.220672,13.096438,80.230672,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,3,2022,11,45,11,50,38
36.0,4.8,19.207222,72.972281,19.337222,73.102281,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,6,4,2022,17,10,17,25,31
30.0,4.1,0.0,0.0,0.07,0.07,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,4,4,2022,23,50,24,0,43
24.0,4.7,19.1813,72.836191,19.2513,72.906191,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,4,4,2022,20,20,20,25,18
35.0,4.8,11.02091,76.940432,11.05091,76.970432,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,3,3,2022,18,25,18,40,20
30.0,4.0,21.183434,72.814492,21.293434,72.924492,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,14,3,2022,20,45,20,50,34
31.0,4.7,0.0,0.0,0.01,0.01,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,7,3,2022,8,50,8,55,25
31.0,4.4,23.359407,85.325055,23.469407,85.435055,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,3,2022,21,55,22,5,37
36.0,4.5,17.45971,78.368855,17.46971,78.378855,Windy,Low,2,Snack,electric_scooter,0.0,No,Urban,21,3,2022,9,40,9,45,23
21.0,5.0,0.0,0.0,0.11,0.11,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,2,3,2022,22,30,22,35,24
22.0,4.6,11.024839,77.007003,11.104839,77.087003,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,14,3,2022,21,45,21,55,38
38.0,4.8,18.927584,72.832585,18.997584,72.902585,Stormy,Medium,0,Snack,motorcycle,1.0,Yes,Urban,20,3,2022,17,20,17,25,44
21.0,4.7,23.354422,85.3329,23.374422,85.3529,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,28,3,2022,9,10,9,20,10
29.0,4.6,22.308096,73.167753,22.418096,73.277753,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,6,3,2022,23,40,23,45,16
23.0,4.8,0.0,0.0,0.09,0.09,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,8,3,2022,18,35,18,45,29
30.0,5.0,26.483042,80.317833,26.503042,80.337833,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,11,2,2022,10,10,10,25,19
21.0,4.7,12.978453,77.643685,13.028453,77.693685,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,9,3,2022,21,20,21,35,24
29.0,4.1,11.022298,76.998349,11.102298,77.078349,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,18,3,2022,20,35,20,40,35
31.0,4.2,22.753659,75.903365,22.833659,75.983365,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,2,4,2022,19,59,20,15,41
21.0,4.8,18.546947,73.900626,18.576947,73.930626,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,11,3,2022,21,50,21,55,29
22.0,4.6,18.536562,73.896485,18.616562,73.976485,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,14,3,2022,22,35,22,40,20
38.0,4.5,0.0,0.0,0.05,0.05,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,3,4,2022,18,0,18,5,29
32.0,4.1,23.39925,85.390464,23.48925,85.480464,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,2,3,2022,20,20,20,25,49
37.0,4.5,23.266261,77.379605,23.306261,77.419605,Sunny,High,2,Snack,scooter,0.0,No,Urban,11,2,2022,12,15,12,20,19
26.0,4.9,11.024839,77.007003,11.054839,77.037003,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,17,3,2022,23,15,23,20,18
22.0,5.0,12.326356,76.619103,12.386356,76.679103,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,5,4,2022,18,50,18,55,18
25.0,4.6,23.234249,77.434007,23.364249,77.564007,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,18,2,2022,17,55,18,10,36
34.0,4.5,23.374878,85.335739,23.424878,85.385739,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,15,3,2022,17,45,17,50,27
38.0,4.6,11.006686,76.951736,11.136686,77.081736,Cloudy,Medium,0,Drinks,motorcycle,3.0,No,Metropolitian,10,3,2022,18,0,18,10,46
20.0,4.7,15.157944,73.950889,15.217944,74.010889,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,11,2,2022,22,45,22,55,11
37.0,4.8,21.149669,72.772629,21.199669,72.822629,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,1,3,2022,23,25,23,35,23
38.0,4.7,12.935662,77.61413,12.965662,77.64413,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,1,3,2022,21,0,21,15,27
33.0,4.6,18.530963,73.828972,18.660963,73.958972,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,18,3,2022,19,10,19,15,48
37.0,4.8,0.0,0.0,0.03,0.03,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,5,4,2022,19,45,19,55,30
37.0,4.6,13.029198,77.570997,13.069198,77.610997,Sunny,High,1,Drinks,motorcycle,0.0,No,Urban,30,3,2022,13,55,14,10,23
36.0,4.2,15.556561,73.763633,15.636561,73.843633,Fog,Jam,1,Snack,scooter,2.0,No,Urban,12,2,2022,21,40,21,55,42
25.0,4.6,21.149834,72.778666,21.159834,72.788666,Stormy,High,0,Drinks,motorcycle,1.0,No,Urban,9,3,2022,11,10,11,20,27
36.0,4.7,12.972793,80.249982,12.992793,80.269982,Windy,Low,2,Buffet,scooter,1.0,No,Urban,7,3,2022,10,30,10,35,22
20.0,4.6,12.337978,76.616792,12.367978,76.646792,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,3,2022,18,10,18,25,26
25.0,4.5,21.149569,72.772697,21.229569,72.852697,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,4,3,2022,17,25,17,30,26
22.0,4.9,18.536562,73.896485,18.556562,73.916485,Stormy,High,2,Drinks,scooter,1.0,No,Urban,13,3,2022,11,45,11,55,16
24.0,4.7,19.221315,72.862381,19.241315,72.882381,Sandstorms,High,1,Snack,scooter,1.0,No,Urban,28,3,2022,12,0,12,10,22
23.0,4.8,19.120083,72.907385,19.130083,72.917385,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,3,4,2022,9,30,9,35,16
22.0,4.6,12.325461,76.632278,12.335461,76.642278,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,3,2022,10,59,11,15,12
36.0,4.9,22.695207,75.866059,22.715207,75.886059,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,13,3,2022,11,55,12,10,30
23.0,4.6,12.914264,77.6784,12.994264,77.7584,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,6,3,2022,18,45,19,0,32
36.0,5.0,12.934179,77.615797,12.944179,77.625797,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,3,2022,8,55,9,10,20
26.0,5.0,19.254567,72.848923,19.274567,72.868923,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,28,3,2022,8,20,8,35,18
34.0,4.8,26.479108,80.315042,26.539108,80.375042,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,15,2,2022,21,0,21,15,29
37.0,4.1,13.049645,80.242268,13.129645,80.322268,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,6,3,2022,22,50,22,55,43
32.0,4.3,11.026117,76.944652,11.096117,77.014652,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,3,2022,23,20,23,25,36
35.0,3.8,26.921411,75.793604,27.031411,75.903604,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,6,4,2022,21,30,21,35,32
36.0,3.6,22.695207,75.866059,22.825207,75.996059,Windy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,29,3,2022,21,20,21,35,41
34.0,4.9,26.891191,75.802083,27.031191,75.942083,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,4,3,2022,19,55,20,5,43
,,26.471617,80.313564,26.611617,80.453564,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,16,2,2022,18,31,22,20,17
33.0,4.9,13.026286,80.275235,13.076286,80.325235,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,3,2022,22,25,22,30,24
20.0,4.7,12.297954,76.665169,12.367954,76.735169,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,23,3,2022,18,45,18,55,24
33.0,4.5,25.459775,81.834841,25.539775,81.914841,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,18,2,2022,17,55,18,10,24
27.0,4.7,21.186884,72.793616,21.266884,72.873616,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,2,3,2022,19,55,20,10,15
36.0,4.8,0.0,0.0,0.01,0.01,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,1,3,2022,9,0,9,10,28
36.0,4.4,19.254567,72.848923,19.294567,72.888923,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,19,3,2022,12,15,12,30,31
23.0,4.6,12.337928,76.617889,12.427928,76.707889,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,12,3,2022,22,45,22,59,23
